Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Camp Name,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Protection Event Context,Victim of Violence,Survivor or Victim Sex,Survivor or Victim Minor,Number of Attacks on Camps Reporting Destruction,Number of Attacks on Camps Reporting Damaged,Camp Resident Killed,Camp Resident Injured,Camp Residents Kidnapped,Camp Residents Arrested,Camp Residents Targeted with CRSV,Service Provider Killed,Service Provider Kidnapped,Service Provider Arrested,Service Provider Targeted with CRSV,SiND ID
2023-10-07,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,No Information About Age,0,1,1,13,0,0,0,0,0,0,0,42778
2023-10-05,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,No Information About Age,0,1,0,1,0,0,0,0,0,0,0,42758
2023-10-02,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,5,1,0,0,0,0,0,0,0,43011
2023-10-02,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,No Information About Age,0,1,4,0,0,0,0,0,0,0,0,42757
2023-09-26,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,Multiple,"Rapid Support Forces, Sudanese Armed Forces",Artillery,Airstrike/Shelling,Camp Resident,No Information,No Information About Age,0,1,6,0,0,0,0,0,0,0,0,42756
2023-09-24,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,NSA,Rapid Support Forces,Unspecified Explosive,Targetted Attack on Camp,Camp Resident,No Information,No Information About Age,0,1,16,22,0,0,0,0,0,0,0,42787
2023-09-14,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,42739
2023-09-09,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,Conflict Party unspecified (South Sudan),Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,10,0,0,0,0,0,0,0,0,42331
2023-09-04,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,NSA,Rapid Support Forces,Firearms,CRSV in Protection Context,"Camp Resident, Camp Resident Child",Female,Minor,0,0,0,0,0,0,2,0,0,0,0,41217
2023-08-14,,Sudan,SDN,South Darfur,12,24.9,(2) 25 km Precision ,Otash Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,3,5,0,0,0,0,0,0,0,41855
2023-08-09,,Sudan,SDN,South Darfur,12,25,(2) 25 km Precision ,Kalma Refugee Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,Female,Adult,0,0,0,0,0,0,0,0,0,0,0,41854
2023-08-09,,Sudan,SDN,South Darfur State,12,25,(2) 25 km Precision ,Kalma Refugee Camp,NSA,Rapid Support Forces,Firearms,CRSV in Protection Context,Camp Resident,Female,Adult,0,0,1,0,0,0,12,0,0,0,0,41232
2023-08-07,,Sudan,SDN,Khartoum State,15.5,32.5,"(3) District, Communicipality or Commune ",None,Host Government: Military,Sudanese Armed Forces Joined Integrated Units,Rocket,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,0,4,0,0,0,0,0,0,0,41853
2023-07-27,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,4,0,0,0,0,0,0,0,0,40443
2023-07-20,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,No Information,"Unidentified, no further information available",Firearms,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,40444
2023-07-16,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,No Information,NoInformation,UXO,Targetted Attack on Camp,Unspecified,No Information,Adult,0,0,0,0,0,0,0,0,0,0,0,40445
2023-06-30,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,No Information,"Unidentified, no further information available",Shelling,Airstrike/Shelling,"Camp Resident, Journalist",Female,Adult,0,1,1,0,0,0,0,0,0,0,0,40464
2023-06-17,,Sudan,SDN,South Darfur,11.7,23.7,(2) 25 km Precision ,El Salam Camp,NSA,Janjaweed,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,1,0,0,0,0,0,0,0,0,39967
2023-06-14,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Armed men,Firearms,CRSV in Protection Context,Camp Resident,Female,Adult,0,0,0,0,0,0,2,0,0,0,0,39581
2023-05-15,,Sudan,SDN,West Darfur,13.4,22.4,"(3) District, Communicipality or Commune ",None,Multiple,"Rapid Support Forces, Sudanese Armed Forces",Firearms,Education/Health Affected,Camp Resident,No Information,Adult,0,0,0,0,0,0,0,0,0,0,0,63658
2023-05-01,,Sudan,SDN,South Darfur,12,24.9,(2) 25 km Precision ,Otash Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,Female,Multiple,0,0,0,0,24,0,0,0,0,0,0,39390
2023-04-17,,Sudan,SDN,South Darfur,11.7,23.7,(2) 25 km Precision ,El Salam Camp,No Information,"Unidentified, no further information available",Shelling,Airstrike/Shelling,Camp Resident,Multiple,Multiple,0,1,3,0,0,0,0,0,0,0,0,38492
2023-04-16,,Sudan,SDN,Khartoum State,15.5,32.5,(2) 25 km Precision ,Not Applicable,No Information,"Unidentified, no further information available",UXO,Violence Against Aid Operator,Aid Worker,Male,Adult,0,0,0,0,0,0,0,0,0,0,0,38553
2023-04-05,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hamidiya Camp,NSA,Gunmen,Firearms,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,10,0,0,0,0,0,0,0,0,0,38998
2023-04-04,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hamidiya Camp,NSA,Gunmen,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,0,2,0,0,0,0,0,0,0,38997
2023-04-03,,Sudan,SDN,Central Darfur State,12.2,22.9,(2) 25 km Precision ,Unnamed Camp,NSA,Janjaweed,Firearms,Camp Raids,Camp Resident,No Information,Adult,0,0,1,0,0,0,0,0,0,0,0,38996
2023-03-27,,Sudan,SDN,White Nile State,12.3,32.8,(2) 25 km Precision ,Al Alagaya Refugee Camp,NSA,Militia,Firearms,Camp Resident Attacked/Killed,Camp Resident,No Information,Adult,0,0,0,3,0,0,0,0,0,0,0,38835
2022-12-29,,Sudan,SDN,Central Darfur,12.9,23.4,(2) 25 km Precision ,Hameedia Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,Male,No Information About Age,0,0,0,0,0,0,0,0,0,0,0,37951
2022-12-28,,Sudan,SDN,Central Darfur,12.9,23.4,(2) 25 km Precision ,Hameedia Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,0,0,0,0,0,0,0,0,0,37943
2022-12-07,,Sudan,SDN,South Darfur,11.7,23.7,(2) 25 km Precision ,El Salam Camp,Civilian,Gunmen,Firearms,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,36853
2022-12-07,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,Civilian,Gunmen,Firearms,Camp Resident Kidnapped,Camp Resident,Male,Adult,0,0,0,0,3,0,0,0,0,0,0,36851
2022-10-03,,Sudan,SDN,West Kurdufan,11,27.7,"(3) District, Communicipality or Commune ",Unnamed Camp,NSA,Misseriya,Firearms,Targetted Attack on Camp,"Camp Resident, Unspecified",No Information,Adult,0,0,11,0,0,0,0,0,0,0,0,36834
2022-09-24,,Sudan,SDN,West Kurdufan,12.6,28.4,"(3) District, Communicipality or Commune ",Unnamed Camp,NSA,Armed men,Firearms,Camp Resident Attacked/Killed,Camp Resident,Multiple,Adult,0,0,3,6,0,0,0,0,0,0,0,35464
2022-09-21,,Sudan,SDN,Khartoum State,15.5,32.4,"(4) Province, State, Governorate ",None,Police,Sudan Police Force,Arson,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,1,0,0,0,0,0,0,0,0,0,0,35434
2022-09-07,,Sudan,SDN,Kassala State,14.2,36.5,"(3) District, Communicipality or Commune ",Unnamed Camp,Multiple,Conflict Party unspecified (Ethiopia),Firearms,Camp Resident Recruited,Camp Resident,No Information,Adult,0,0,0,0,0,0,0,0,0,0,0,35433
2022-09-04,,Sudan,SDN,Kassala State,14.2,36.5,(2) 25 km Precision ,None,Host Government: Military,Sudanese Armed Forces,Not Applicable: No Direct Violence,Camp Closure,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,35432
2022-07-11,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Gunmen,Firearms,Threat Against Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,37872
2022-07-11,,Sudan,SDN,North Darfur State,13.6,25.3,"(3) District, Communicipality or Commune ",None,NSA,Tribesmen,Knife,Targetted Attack on Camp,Camp Resident,Male,Adult,0,0,0,2,0,0,0,0,0,0,0,37873
2022-07-09,,Sudan,SDN,West Darfur State,13.8,22.4,(2) 25 km Precision ,None,Host Government: Military,Sudanese Armed Forces,Firearms,Targetted Attack on Camp,Camp Resident,Male,Adult,0,0,0,0,0,4,0,0,0,0,0,37416
2022-06-30,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,No Information,"Unidentified, no further information available",UXO,Clashes In/Around Camp,Camp Resident,No Information,Minor,0,0,0,6,0,0,0,0,0,0,0,37412
2022-06-04,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Herdsmen (Sudan),Not Applicable: No Direct Violence,Threat Against Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,37370
2022-05-15,,Sudan,SDN,Central Darfur,12.9,23.4,(2) 25 km Precision ,Hamidiya Camp,NSA,Armed men,Firearms,Camp Resident Attacked/Killed,Camp Resident,Male,Adult,0,0,1,0,0,0,0,0,0,0,0,34212
2022-05-10,,Sudan,SDN,South Darfur,12,24.9,(2) 25 km Precision ,Otash Camp,NSA,Armed men,Firearms,Targetted Attack on Camp,Camp Resident,Multiple,Adult,0,0,1,1,0,0,0,0,0,0,0,34211
2022-04-26,,Sudan,SDN,Central Darfur State,12.1,23.3,"(4) Province, State, Governorate ",None,NSA,Janjaweed,Firearms,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,34107
2022-04-24,,Sudan,SDN,West Darfur,13.3,22.8,(2) 25 km Precision ,Krinik Camp,NSA,Janjaweed,Arson,Camp Arson/Fire,Camp Resident,No Information,Adult,0,0,0,16,0,0,0,0,0,0,0,34106
2022-04-18,,Sudan,SDN,South Darfur,0,0,(2) 25 km Precision ,Hashaba Camp,NSA,Armed individual,Knife,Camp Resident Attacked/Killed,Camp Resident,Female,Adult,0,0,1,0,0,0,0,0,0,0,0,34105
2022-01-19,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Armed men,Firearms,Camp Resident Attacked/Killed,Camp Resident,Multiple,Adult,0,0,5,4,0,0,0,0,0,0,0,33021
2022-01-12,,Sudan,SDN,West Darfur State,12.9,22.8,(2) 25 km Precision ,Unnamed Camp,NSA,Janjaweed,Firearms,CRSV in Protection Context,Camp Resident,Female,Adult,0,0,0,0,0,0,4,0,0,0,0,37486
2021-09-13,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Armed men,Firearms,CRSV in Protection Context,"Camp Resident, Camp Resident Child",Female,Multiple,0,0,0,0,0,0,0,0,0,0,0,29081
2021-07-17,,Sudan,SDN,North Darfur State,13.4,24.3,(2) 25 km Precision ,Sortoni Camp,NSA,Herdsmen (Sudan),Artillery,Airstrike/Shelling,Camp Resident,Multiple,Multiple,0,1,17,9,0,0,0,0,0,0,0,32028
2021-07-07,,Sudan,SDN,East Darfur State,12,24.9,(2) 25 km Precision ,None,NSA,Armed men,Firearms,Camp Resident Attacked/Killed,Camp Resident,No Information,Adult,0,0,1,1,0,0,0,0,0,0,0,31972
2021-06-14,,Sudan,SDN,Central Darfur State,12.9,24,(2) 25 km Precision ,Nertiti Camp,Host Government: Military,Sudanese Armed Forces,Firearms,Camp Resident Attacked/Killed,Camp Resident,No Information,Adult,0,0,0,2,0,0,0,0,0,0,0,28619
2021-04-11,,Sudan,SDN,South Darfur,12,25,(2) 25 km Precision ,Kalma Refugee Camp,NSA,South Sudan Liberation Movement / Army,Firearms,Camp Raids,Camp Resident,Male,Adult,0,0,1,0,0,0,0,0,0,0,0,29775
2021-04-10,,Sudan,SDN,South Darfur,12,25,(2) 25 km Precision ,Kalma Refugee Camp,Host Government: Military,Sudanese Armed Forces,Firearms,Camp Resident Attacked/Killed,Camp Resident,Male,Minor,0,0,1,5,0,0,0,0,0,0,0,29705
2021-04-06,,Sudan,SDN,West Darfur,13.4,22.4,(2) 25 km Precision ,Abuzar Camp,NSA,Rapid Support Forces,Arson,Camp Arson/Fire,Camp Resident,No Information,Adult,0,0,32,78,0,0,0,0,0,0,0,29704
2021-03-21,,Sudan,SDN,South Darfur,12,25,(2) 25 km Precision ,Kalma Refugee Camp,NSA,Armed men,Firearms,Threat Against Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,29376
2021-03-16,,Sudan,SDN,South Darfur,12,25,(2) 25 km Precision ,Kalma Refugee Camp,NSA,Armed men,Firearms,Targetted Attack on Camp,Camp Resident,Female,Adult,0,0,0,1,0,0,0,0,0,0,0,29375
2021-03-11,,Sudan,SDN,South Darfur State,12.5,24.2,(2) 25 km Precision ,None,NSA,Armed individual,Firearms,Camp Resident Attacked/Killed,Camp Resident,Male,Adult,0,0,0,1,0,0,0,0,0,0,0,29372
2021-03-04,,Sudan,SDN,West Kurdufan,11.7,28.3,(2) 25 km Precision ,None,NSA,Armed men,Firearms,Camp Resident Attacked/Killed,Camp Resident,Multiple,Adult,0,0,5,4,0,0,0,0,0,0,0,29271
2021-01-16,,Sudan,SDN,West Darfur,13.4,22.4,"(3) District, Communicipality or Commune ",None,NSA,Rizeigat,Arson,Camp Arson/Fire,"Aid Worker, Camp Resident",Multiple,Adult,0,0,197,0,0,0,0,3,0,0,0,26892
2020-02-09,,Sudan,SDN,West Darfur,13.4,22.4,(2) 25 km Precision ,Krindig 1 Camp,No Information,NoInformation,No Information on the Weapon Used,CRSV in Protection Context,"Camp Resident, Camp Resident Child",Female,Minor,0,0,0,0,0,0,0,0,0,0,0,25289
